PeriodoId	CodigoEntidad	Entidad	TipoEntidad	C1401	C1403	C1404	C1405	C1406	C1408	C1409	C14090202	C14090302	C14090402	C14090702	C14090902	C14091002	C14091102	C14091202	C14091302	C14090201	C14090301	C14090701	C14090901	C14091001	C14091101	C14091201	C14091301	C290101	C290102	C29010207	C29010702	C29010801	C14090401	Periodo
20190531	01120	STO DOMINGO GUZMAN	Cooperativa de Ahorro y Crédito - Nivel 2 B	194730766.99		3456446.08	7065689.44	23888754.37	2728351.26	-32894067.69	-111766.86	-1505008.55	-30623.66					-45957.04	-249521.03	-5531239.95	-10481616.26					-17260.93	-10330218.74	357235.33					-4590854.67	20190531
20190531	01138	AELU	Cooperativa de Ahorro y Crédito - Nivel 3	1186063485.37			9934383.36	4958408.6	88918237.44	-49725191.89	-644.5	-906403.59	-266096.78					-8916967.97	-90649.29	-195048.94	-4121182.49					-32680171.33	-1200882.76						-1347144.24	20190531
20190531	01140	NTRA SRA DEL ROSARIO	Cooperativa de Ahorro y Crédito - Nivel 2 A	97813359.13		220060.95	7950734.48	1775387.41	6528360.11	-6020383	-208268	-320827	-157200					0	-200864	-2214899	-962211						-633058		20715.59				-1323056	20190531
20190531	01150	CUAJONE LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 B	124259507.25		2569138.99	385495.23	2386730.97	1460966.5	-5287744.36	-314.89	-856336.24	-43994.05			-177.55	-35000	-7225.89	-7936.6		-3840724.54					-22051.82	-67541.11		6696.46				-406441.67	20190531
20190531	01172	SAN MARTÍN DE PORRES	Cooperativa de Ahorro y Crédito - Nivel 3	261092900.84		5971789.49	12196030.51	966452.4	2582797.35	-20302533.41	-1616288.68	-3109209.1	-208994.97					-563251.71	-1296809.95	-1657001	-4449981.2					-743884.86	-6551985.88	1379344.62					-105126.06	20190531
20190531	01183	SAN ISIDRO	Cooperativa de Ahorro y Crédito - Nivel 2 B	166125746.52		12234751.67	29186902.98	822677.27	1384530.45	-87845821.26	-883884.32	-8364768.02	-2562719.14					-30329062.75	-6121765.62	-132432.42	-2561508.21					-31046199.06	-4795711.15	725936.24				73005	-1047770.57	20190531
20190531	01193	ILO LTDA. N° 50	Cooperativa de Ahorro y Crédito - Nivel 2 B	116562867.81		1094016.86	2833418.43	1485307.57	1287120.51	-7067305.74		-2113245.21	-155549.41						-3280.12		-4451592.84							6269.38					-343638.16	20190531
20190531	01202	LEON XIII N° 520	Cooperativa de Ahorro y Crédito - Nivel 2 B	114799972.84		645091.1	3126922.17	5210342.9	956224.56	-9816670.96	-219157.95	-590342.04	-7095.8					-3711.38	-266274.47	-3472433.51	-2638870.31					-1944.17	-2446225.13	0.03			-20875.74		-36286.49	20190531
20190531	01216	STA CATALINA DE MOQ	Cooperativa de Ahorro y Crédito - Nivel 2 B	109231162.76		279993.51	4573090.93	117483.2	778160.51	-4907951.26	-49077.15	-955452.48	-24812.63					-16255.2	-16828.38	-1055733.61	-1468498.19					-392371.07	-917040.14	24107.96					-11882.41	20190531
20190531	01220	CREDICOOP AREQUIPA	Cooperativa de Ahorro y Crédito - Nivel 2 B	63571187.58					2910000.21	-511501.05	-15819.39	-19140.63	-1526.65							-52251.15	-404392.67												-18370.56	20190531
20190531	01304	QUILLABAMBA-QUILLAC	Cooperativa de Ahorro y Crédito - Nivel 3	194926656.12		8954279.21	23890009.62	42585351.92	6268534.98	-58139167.34	-194506.12	-336035.2	-276571.25					-253311.09	-633927	-6555986.3	-7817296.1					-7146033.99	-27309450.14	66051.31					-7616050.15	20190531
20190531	01327	EFIDE	Cooperativa de Ahorro y Crédito - Nivel 3	231828641.29			6047547.11		1896612.25	-13549593.72	-23230.37	-24472.2				-19393.21	-30021.97	-1923933.89	-163551.15	-50519.49	-438440.69				-673791.34	-9123525.61	-1078713.8		1349425.76					20190531
20190531	01328	COOPAC TOQUEPALA	Cooperativa de Ahorro y Crédito - Nivel 2 B	123300370.66		568869.33	3240077.28	824410.96	1888384.21	-6091747.95		-1153076.65	-25503.08								-4834332.08								42091.13				-78836.14	20190531
20190531	01342	LOS ANDES COTARUSI	Cooperativa de Ahorro y Crédito - Nivel 2 B	172100837.89		6471856.07	5759694.06	886186.36	4622211.55	-9225892.73	-694974.27	-452576.24	-151399.31					-70429.1	-225320.76	-3715959.32	-2260052.38					-21140.78	-925224.98						-708815.59	20190531
20190630	01101	SEÑOR DE QUINUAPATA	Cooperativa de Ahorro y Crédito - Nivel 2 A	13634423.76		104154.85	1128027.46	1289246.59	180900.48	-1998202.41	-39970.92	-31957.06	-8788.21						-44906.24	-995493.93	-457744.2						-137449.13						-281892.72	20190630
20190630	01103	MI SOL DIARIO LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1191980.19			11646.38	32365.22	24734.92	-55115.07		-11938.55									-43176.52													20190630
20190630	01104	LA PROGRESIVA LTDA.	Cooperativa de Ahorro y Crédito - Nivel 2 A	10690717.34		173628.73	592037.84	113748.71	390088.52	-843382.18	-36597.06	-19401.87						-8277.95	-38563.86	-312446.47	-229959.48						-198135.49	33347.19						20190630
20190630	01105	ABACO	Cooperativa de Ahorro y Crédito - Nivel 3	1143267171.71		5460444.7	24812907.68	27490988.5	29570481.32	-65691119.71	-61557.29	-396505.24	-173105.92					-10824858.91	-1660412.93	-202153.49	-2256241.53					-44018024.77	-5729438.1		330904.41			211560.74	-368821.53	20190630
20190630	01106	SAN FRANCISCO 289	Cooperativa de Ahorro y Crédito - Nivel 3	117603737.58		289647.96	28372992.01	532331.07	1458348.47	-26754383.63	-52698.77	-460484.79	-289864.16					-26528.23	-11008.17	-2104736.16	-1784660.7					-16568257.04	-732928.54						-4723217.07	20190630
20190630	01107	SERFINCO LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	14777221.79		3901.44	714213.12		389832.01	-857580.5	-4502.53	-49469.61	-16068.92						-70111.44		-657056.15						-60371.85	0	0				0	20190630
20190630	01108	SAN JUAN BAUTISTA	Cooperativa de Ahorro y Crédito - Nivel 2 A	30045844.92		211013.99	1722560.29	18588.23	291033.13	-2095749.07	-21047.28	-101633.38	-199753.85						-32284.96	-66708.28	-182456.57						-1259199.55	62379.07					-232665.2	20190630
20190630	01109	PETROPERU LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 B	122828855.45			1245359.22	495257.09	427466.83	-3097661.17	0	-1064231.79	-95234.5								-1704773.65												-233421.23	20190630
20190630	01110	LA REHABILITADORA 24	Cooperativa de Ahorro y Crédito - Nivel 2 B	118589698.24		1630393.65	16391486.71	2117885.35	966948.43	-17005234.92	-17558.3	-688997.86	-5326.74					-126795.82	-248868.47	-1349936.36	-7035219.26					-768267.74	-6742281.5	371414.67					-21982.87	20190630
20190630	01111	SAN LORENZO TRUJILLO	Cooperativa de Ahorro y Crédito - Nivel 2 A	31836427.3		280909.61	7827354.58	2742842.97	24327238.15	-10017998.05	-143104.35	-104227.4						-22177.55	-10778.85	-5187789.5	-3270042.8					-1120617.02	-159260.58							20190630
20190630	01112	CRISTOBAL DE HUAMANG	Cooperativa de Ahorro y Crédito - Nivel 3	271810642.28		1334852.09	4976319.13	14650246.05	3180982.04	-22057411.71	-279599.42	-1203593.46	-222474.2						-958025.98	-3678965.42	-4799313.54						-10130294.13	103049.41					-785145.56	20190630
20190630	01113	STA MA MAGDALENA	Cooperativa de Ahorro y Crédito - Nivel 3	225017854.46		2334947.06	60065886.9	33305073.96	19992811.71	-36388668.05	-327434.26	-418956.13	-7906.73				-5383	-156832.14	-571240.78	-10244488.29	-3190544.52					-15088912.84	-6323593.28	474043.08					-53376.08	20190630
20190630	01114	SIDER PERU	Cooperativa de Ahorro y Crédito - Nivel 2 A	6189892.07			89247.53		257051.68	-1056120.89	-225	-44879.58								-9492.27	-1001524.04													20190630
20190630	01115	SAN PIO X LTDA.	Cooperativa de Ahorro y Crédito - Nivel 2 A	4895349.15		11973.14	1104432.63	1559846.24	51035.44	-2571865.45	-3172.43	-36940.67	-2332.97						-1165.96	-603842.82	-1107141.4						-259877.8	2160.36					-557391.4	20190630
20190630	01116	PACÍFICO	Cooperativa de Ahorro y Crédito - Nivel 3	2198721130.55		23834286.57	63068581.59	7952769.59	57352991.89	-105070818.36	-392505.68	-897994.06	-233462.52		-13551.66		-1195526.75	-19481010.17	-3948561.39	-1531065.76	-2979955.36					-67767162.99	-5591730.66						-1038291.36	20190630
20190630	01117	EMPHOST  LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	19103564.17			305783.49		35528.1	-533931.5		-185762.52									-348168.98													20190630
20190630	01118	SN CRISTO DE BAGAZÁN	Cooperativa de Ahorro y Crédito - Nivel 3	261252403		14478439.2	25606704.46	10542251.19	5884817.16	-45359272.77	-439147.15	-935985.24	-2852.65					-292236.32	-839460.25	-11443048.8	-9066844.82					-3054311.63	-19271282.17	413798.81					-14103.74	20190630
20190630	01119	TIEMPOS NUEVOS LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1103659.53		21643.43	57543.41		25553.54	-10783.79	-26042.63	-2272.42								16388.46	1142.8													20190630
20190630	01120	STO DOMINGO GUZMAN	Cooperativa de Ahorro y Crédito - Nivel 2 B	195278028.8		3357235.81	6740954.21	23116957.52	2745358.44	-32918247.03	-105039.11	-1475072.46	-29851.54					-45463.69	-254770.15	-5239582.56	-10820940.36					-17260.93	-10667760.76	351886.77					-4262505.47	20190630
20190630	01121	RESPALDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	13236223.35			845975.41		553032.19	-436407.07	-11333.44	-20594							-96123.88	-114865.23	-172110.29						-21380.23							20190630
20190630	01122	SR DE LOS TEMBLORES	Cooperativa de Ahorro y Crédito - Nivel 2 A	28914282.73			2382761.6	4634666.66	3389634.46	-6107911.94	-19062.62	-159512.23							-71674.39	-2959363.72	-1329773.11						-1568525.87							20190630
20190630	01123	TRAB. DE DANPER	Cooperativa de Ahorro y Crédito - Nivel 1	271961.63																														20190630
20190630	01124	MICROFINANZAS PRISMA	Cooperativa de Ahorro y Crédito - Nivel 2 A	12041209.9			799520.35		274218.36	-694011.47	-114400.34	-757.43						-1542.65		-577168.43	-142.62													20190630
20190630	01125	JUAN XXIII	Cooperativa de Ahorro y Crédito - Nivel 2 A	2653526.46					6335.81	-27198.23		-26369.59									-828.64													20190630
20190630	01126	COOPERA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	2191581.96			50891.07	59641.72	7539.18	-133364.16		-21564.67									-111799.49							213.64						20190630
20190630	01127	SAN FRANC. DE MOCUPE	Cooperativa de Ahorro y Crédito - Nivel 2 A	10070447.19		392229.68	1537870.94	491338.7	326231.96	-1789997.18	-35623.61	-41231.07							-16174.6	-1163165.06	-62541.95						-471260.89	21639.36						20190630
20190630	01128	VEND. AMB. DE COMAS	Cooperativa de Ahorro y Crédito - Nivel 2 A	8070563.13			401909.88		97833.06	-379732.22	-77528.38									-302203.84														20190630
20190630	01129	FLEXICASH	Cooperativa de Ahorro y Crédito - Nivel 2 A	4321373.75			139182.53	29668.52	1287094.83	-122797.75	-382.17	-6117.87						-26684.23	-6776.87	-2946.6	-60815.58					-2337.48	-16736.95						0	20190630
20190630	01130	AGROFINANZAS	Cooperativa de Ahorro y Crédito - Nivel 2 A	8449601.67			1019177.32	911473.58	141816.25	-2041405.04	-18165.7	-3123.63							-59189.51	-377249.56	-11244.21						-1572432.43							20190630
20190630	01131	FINANCOOP LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	689833.29						-156145										-156145														20190630
20190630	01132	INTERFINCO	Cooperativa de Ahorro y Crédito - Nivel 2 A	25595873.6			3996685.75		1561468.85	-2304024.54	-2120.36	-246328.26	0						0	-325089.43	-1730486.49						0						0	20190630
20190630	01133	APROCREDI	Cooperativa de Ahorro y Crédito - Nivel 2 A	2654329.91		36561.19	532371.76		265458.15	-518077.39	-31031.97	-4778.58							-3777.02	-438270.5	-40219.32													20190630
20190630	01134	QORI WASI LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	750711.61	1149.71	8183.33	136942.35		15969.56	-108657.78	-5826.13								-761.95	-58981.78							-43087.92							20190630
20190630	01136	TU FONDO	Cooperativa de Ahorro y Crédito - Nivel 1	1248002.46						-12480.02		-12480.02																						20190630
20190630	01137	EMPLEADOS DE IBM	Cooperativa de Ahorro y Crédito - Nivel 2 A	20578792.74					65839.24	-165343.92		-70974.56	-94369.36																					20190630
20190630	01138	AELU	Cooperativa de Ahorro y Crédito - Nivel 3	1118678369.33			10166296.44	4942585.03	84835643.18	-48259788.7	-703.23	-893799.59	-258385.88					-8230353.4	-87703.1	-193655.26	-4203386.63					-31533456.87	-1242266.62						-1616078.12	20190630
20190630	01139	CELENDIN LTDA N° 406	Cooperativa de Ahorro y Crédito - Nivel 2 A	18054411.37		154684.34	887849.83	46743.85		-821449.06	-1423.7	-30078.98	-105479.42						0	-31948.87	-45357.6						-2582.52						-604577.97	20190630
20190630	01140	NTRA SRA DEL ROSARIO	Cooperativa de Ahorro y Crédito - Nivel 2 A	97162990.5		200232.12	8155508.19	1756221.28	6738135.62	-6354353	-209340	-323362	-146332					0	-198382	-2338617	-1026885						-714957		19239.73				-1396478	20190630
20190630	01141	STA ISABEL PERUNORTE	Cooperativa de Ahorro y Crédito - Nivel 2 A	13079506.26		404732.78	474314.51		204796.46	-1593057.79	-438994.36	-30795.32								-989693.11	-133575							487.46						20190630
20190630	01142	INMAC CONC DE CANTA	Cooperativa de Ahorro y Crédito - Nivel 2 A	18697373.61		28523.09	5416.35		173374.7	-261742.9	-2706.23	-140299.08	-26567.82								-67298.26												-24871.51	20190630
20190630	01144	SAN COSME LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	3328578.04		7581.57	623223.46	11079.29	41307.04	-581499.85		-26506.75	-3520.78								-513029.54								16564.31				-38442.78	20190630
20190630	01145	CREDICHANCAY	Cooperativa de Ahorro y Crédito - Nivel 1	34357.17			360.33			-142.35										-113.81	-28.54													20190630
20190630	01146	ORIENTE LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	14289932.04		50277.47	819651.73	7741.59	249141.48	-785911.47	-31247.23	-43406.88							-59404.09	-363584.33	-250274.33						-37994.61	44728.08						20190630
20190630	01147	HOSNI LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	4089855.96		0	342916.4		14330.12	-118941.54		-47508.65									-71432.89													20190630
20190630	01148	INTEGRAPERU	Cooperativa de Ahorro y Crédito - Nivel 1	137701.5			5690.07		3422.42	-4860.61	-878.08	-430.78								-1800.86	-1750.89													20190630
20190630	01149	SO SFP JOSE HUAMAN	Cooperativa de Ahorro y Crédito - Nivel 2 A	10096889.88			384345.13		25378.78	-489149.54		-63309.47									-425840.07													20190630
20190630	01150	CUAJONE LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 B	131897061.73		961377.17	501505.64	2401957.94	1960692.43	-4558087.29	-296.42	-1102155.47	-55426.34			-177.55	-35000	-7049.18	-7169.38		-2893327.72					-4399.07	-65926.4		6198.16				-387159.76	20190630
20190630	01151	COOSUNAT	Cooperativa de Ahorro y Crédito - Nivel 2 A	952903.89					3085.46	-9529.03		-9529.03																						20190630
20190630	01152	RIQUEZAS CAJAMARCA	Cooperativa de Ahorro y Crédito - Nivel 1	2037364.42			14248.65	188056.52	976.19	-262648.51		-19048.8									-243599.71													20190630
20190630	01154	SONDOR PACUCHA	Cooperativa de Ahorro y Crédito - Nivel 2 A	2736637.89		74378.31	229442.92	22673.05	68799.55	-282686.58	-19505.58	-7086.08	-448.66							-218257.68	-37388.58							4823.14						20190630
20190630	01155	AOPCOOP	Cooperativa de Ahorro y Crédito - Nivel 2 A	9889557.27			144277.36	944444.33	788290.55	-480554.79	-1595.88	-34857.12						-7079.41	-52590.77	-95409.34	-142477.18					-14593.62	-131951.47							20190630
20190630	01156	SR DE LOS MILAGROS	Cooperativa de Ahorro y Crédito - Nivel 2 A	73011037.75			9134540.76		1423836.86	-11156543.68	-8682.42	-342784.98	-172583.87							-887.42	-8626031.71												-2005573.28	20190630
20190630	01157	FINANTEL LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	57723608.51		116996.38	4474026.64	379909.69	6780716.06	-5843536.3	-11927.68	-541131.03								-92347.94	-5198129.65							0					0	20190630
20190630	01159	TRAB. DEL BCR	Cooperativa de Ahorro y Crédito - Nivel 2 A	6273539.69					22417.75	-63233.84		-62611.26									-622.58													20190630
20190630	01160	29 DE AGOSTO PNP	Cooperativa de Ahorro y Crédito - Nivel 2 A	17702445.52		292174.08	374232.12		102943.87	-810893.17		-173925.62									-636967.55							25550.97						20190630
20190630	01161	EL SALVADOR	Cooperativa de Ahorro y Crédito - Nivel 1	1453579.89			40117.44	14796.4	36429.01	-61325.54	-4461.2	-6682.2							-2388.45	-18676.43	-27471.36						-1645.9							20190630
20190630	01162	SOLIDARIDAD ANDINA	Cooperativa de Ahorro y Crédito - Nivel 1	23465.27					38.81	-756.99	-130	-32.25								-544.74	-50													20190630
20190630	01163	TRAB. DROKASA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1692693.17			3310.78		336.15	-21882.65		-16867.43									-5015.22													20190630
20190630	01164	BIENESTAR PERU LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	1596992.27			299416.3		37296.05	-282813.48	-2897.93	-4359.97							-7291.82	-18816.37	-229955.39						-19492							20190630
20190630	01165	CRNL FRANC BOLOGNESI	Cooperativa de Ahorro y Crédito - Nivel 2 A	41186819.22		5837.21	2928310.72		160650.52	-3762169.41		-555374.06									-3206795.35													20190630
20190630	01166	CECOMSAP LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	3577556.71		500	24032.78		99493.29	-42476.16	-1357.8	-22117.9							-11904.78	-5521.69	-574.9						-999.09							20190630
20190630	01167	SAYARI	Cooperativa de Ahorro y Crédito - Nivel 2 A	3559257.61		10200	195662.76	134783.14	58557.69	-306330.18	-34870.76									-271459.42														20190630
20190630	01168	CONSTRUIR	Cooperativa de Ahorro y Crédito - Nivel 1	270185.42			54103.28		8444.28	-37369.28	-1876.02	-618.56								-29289.37	-5585.33						0							20190630
20190630	01170	HUANCAVELICA LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	36015157.9	17785.4	48320.5	1215786.88	895542.76	248181.6	-1666235.25	-36944.44	-304325.53	-5566.76					-7.64	-8037.17	-567378.47	-490358.7					0	-61052.67	3467.26					-192563.87	20190630
20190630	01171	PONDEROSA LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	12662048.07		72090.3	1508421.9	115154.21	351017.4	-1220170.72		-55923.88									-1164246.84							12671.33						20190630
20190630	01172	SAN MARTÍN DE PORRES	Cooperativa de Ahorro y Crédito - Nivel 3	261922275.1		6607205.83	12551834.97	971332.99	3131154.94	-21183827.79	-1613594.98	-3101262.81	-213590.06					-564174.84	-1299372.68	-1718047.63	-4703078.52					-871281.33	-6991254.47	1411578.89					-108170.47	20190630
20190630	01173	CENTRAL SINDIC LIMA	Cooperativa de Ahorro y Crédito - Nivel 2 A	1549224.01			84066.57	4450.98	34445.09	-94544.37	-3118	-11590.97								-56977.78	-22857.62													20190630
20190630	01175	MICREDISOL	Cooperativa de Ahorro y Crédito - Nivel 2 A	18770001.93		7595.37	1207204.13	65838.44	1249914.37	-871062.56	-22809.05	-30690.16	-6153.86						-64306.7	-369975.06	-234004.86						-104047.45						-39075.42	20190630
20190630	01176	SEPACOSE LTDA.	Cooperativa de Ahorro y Crédito - Nivel 2 A	2164730					38733.54	-21646.97		-21646.97																						20190630
20190630	01177	LA PORTUARIA	Cooperativa de Ahorro y Crédito - Nivel 2 A	43876410.37		397411.33	1996083.24	578249.48	695031.39	-2941880.62	-7238.92	-402930.48	-132.61		-25883.69			-3400	-12535.33	-599982.15	-944615.1		-749157.68				-186987.8	7655.41					-9016.86	20190630
20190630	01178	CRISTO REY LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	1518424				22		-202112		-105584									-96528													20190630
20190630	01179	EL DORADO	Cooperativa de Ahorro y Crédito - Nivel 2 A	4943973.41		125083.04	1319718.87	84801.51	35408.09	-667698.06		-45865.45							-666.94	-23886.29	-445198.04						-152081.34	48730.45						20190630
20190630	01180	OF PNP CRNEL HIDALGO	Cooperativa de Ahorro y Crédito - Nivel 2 A	25854189.87		834855	582827.04		120630.69	-1267018.07		-248897.06									-1018121.01							107633.96						20190630
20190630	01181	KORI	Cooperativa de Ahorro y Crédito - Nivel 2 A	60348752.9			1852265.73	204077.1	955667.07	-2600057.31	-434215.04								-147748.48	-1379404.92							-638688.87		7797.23					20190630
20190630	01182	TRABAJADORES DEL BCP	Cooperativa de Ahorro y Crédito - Nivel 2 A	4487095.51		317136.83	251720.88	387503.41	51857.75	-673686.54		-37496.17	-3841.6								-562032.21												-70316.56	20190630
20190630	01183	SAN ISIDRO	Cooperativa de Ahorro y Crédito - Nivel 2 B	175635828.85		11980876.84	33832245.78	1080877.15	1485447.38	-88025187.42	-801418.73	-7271757.98	-2136146.79					-31357845.96	-5177553.43	-160706.43	-2592250.98					-32099105.58	-5459762.89	726940.74				73005	-968638.65	20190630
20190630	01184	SAN BLAS	Cooperativa de Ahorro y Crédito - Nivel 1	552236.17					8395.88	-5522.36		-5522.36																						20190630
20190630	01185	CREDIFLORIDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	23953015.61		4794613.35	1835913.98	187633.34	6963275.33	-2634456.6	-72789.55	-31796.83						-6018.99	-150350.59	-1009568.81	-209745.15					-35000	-1119186.68							20190630
20190630	01186	SUB OF PNP STA ROSA	Cooperativa de Ahorro y Crédito - Nivel 2 A	53561066.7			1854040.03		189355.25	-1370540.3		-1370540.3																						20190630
20190630	01187	MULTICREDIT	Cooperativa de Ahorro y Crédito - Nivel 1	450035.88			8306.43		9274.63	-13179.68	-3675.8	-3116.55								-3882.36	-2504.97													20190630
20190630	01188	LA CHUSPA	Cooperativa de Ahorro y Crédito - Nivel 1	1952004.25			138477.13		50771.32	-131432.46	-18745.19									-112687.27														20190630
20190630	01189	VIRGEN DE LAS NIEVES	Cooperativa de Ahorro y Crédito - Nivel 2 A	47568589.84			4521221.27	354067.68	358738.51	-3139035.15										-620809.45	-1051199.57						-1467026.13							20190630
20190630	01190	MARTIN DE PORRES MDO	Cooperativa de Ahorro y Crédito - Nivel 2 A	3942823.97		283335.02	72108.25		19335.43	-169904.66	0	-21101.63	-17531.69							0	-79462.67												-51808.67	20190630
20190630	01191	GRUPO INTEGRA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	395327.63		1012.5	35638.09		15569.23	-29666.34	-2689.78	-935.61								-24765.3	-1275.65													20190630
20190630	01192	CHIQUINQUIRA	Cooperativa de Ahorro y Crédito - Nivel 2 A	13489609.58			856411.72	561750.93	210264.4	-1815336.99	-43696.26	-47526.11	-18832.44						-8726.81	-738097.37	-634567.21					-1454.28	-316590.69						-5845.82	20190630
20190630	01193	ILO LTDA. N° 50	Cooperativa de Ahorro y Crédito - Nivel 2 B	118548693.86		1076809.73	2740619.77	1478973.19	1637200.76	-7377395.41		-2133777.83	-154092.74						-3265.68		-4728226.9							7885.69					-358032.26	20190630
20190630	01194	FINANPOP	Cooperativa de Ahorro y Crédito - Nivel 2 A	7443166.5		192627.7	366217.59		173539.81	-407041.01	-86	-59181.97						-9040	-7190.71	-17449.94	-211499.81						-102592.58	0						20190630
20190630	01195	VALLE LA LECHE LTDA.	Cooperativa de Ahorro y Crédito - Nivel 2 A	3540746.88		61489.78	182746.57	43967.29	234807.63	-287611.89	-21694.93	-10133.02							-23393.99	-133891.41	-19512.28						-78986.26	2919.77						20190630
20190630	01197	EL AMAUTA LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	3969690.09		70289.25	363651.39	49041.24	113135.7	-436844.04	-15112.14	-10106.51						-1500	-8090.58	-212778.91	-174716.74						-10090.56						-4448.6	20190630
20190630	01199	NUEVO HORIZONTE LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	123562.97		36669.39	1806.32		1024.95	-3408.64	-822.27	-780.05								-197.29	-1609.03													20190630
20190630	01200	CREDIPOL LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1219029.85				70490.22	131456.47	-141048.39		-8338.96								-23619.21	-60871.55													20190630
20190630	01201	TRAB MUN PUEB LIBRE	Cooperativa de Ahorro y Crédito - Nivel 1	462783.46			59567.13		13746.02	-52990.29		-4479.25									-48511.04													20190630
20190630	01202	LEON XIII N° 520	Cooperativa de Ahorro y Crédito - Nivel 2 B	114127754.37		619206.59	3436060.06	5323761.16	1024359.93	-10286777.8	-218047.9	-585983.37	-6958.43					-3472.61	-261236.51	-3642535.13	-2894191.31					-1500.5	-2525428.23	0			0		-30071.85	20190630
20190630	01203	INVERCOOP LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	703280.16			12617.05		12291.71	-17601.62	-411.66	-6517.64								-795.16	-9877.16													20190630
20190630	01204	FINANCIERA EMPRENDE	Cooperativa de Ahorro y Crédito - Nivel 1	302932.27			114580.09		4339.5	-108990.66		-2588.98									-106401.68													20190630
20190630	01205	D.I.L.E.	Cooperativa de Ahorro y Crédito - Nivel 2 A	11937007.27		76822.44	3388122.2	1043907.62	345684.76	-3215261.75	-54301.57	-44974.5	-4287.91						-8562.12	-1478860.53	-478128.73						-746090.15						-400056.24	20190630
20190630	01206	WIÑARISUN	Cooperativa de Ahorro y Crédito - Nivel 1	950692.31			311236.77		2081.51	-341804.19	-66.42	-325397.33								-9390.78	-6949.66													20190630
20190630	01207	SAN VIATOR	Cooperativa de Ahorro y Crédito - Nivel 1	1073084.55			112567.48		13848.04	-129926.75	-82.33	-7891.14	-1223.49							-6883.26	-113846.53													20190630
20190630	01208	PEDRO RUIZ GALLO	Cooperativa de Ahorro y Crédito - Nivel 2 A	5168977.81		67469.35	1024796.99	43444.44	58156.75	-906551.5	-18242.48	-21526.69							-10169.68	-639154.05	-134868.76						-82589.84							20190630
20190630	01209	APOYO FINAN AREQUIPA	Cooperativa de Ahorro y Crédito - Nivel 1	299888.21			0		25313.23	-3306.8	-1005.35	-1916.53								-282.29	-102.63													20190630
20190630	01210	CREDIEXITO	Cooperativa de Ahorro y Crédito - Nivel 2 A	1504523.39			91363.08	43552.86	23275.74	-85666.36	-3064.48	-10277.63								-23279.99	-49044.26													20190630
20190630	01211	CREDIBAN LTDA	Cooperativa de Ahorro y Crédito - Nivel 1																															20190630
20190630	01214	TOCACHE LTDA 35	Cooperativa de Ahorro y Crédito - Nivel 2 A	57736454		953695.96	1636230.44	3013044.05	1446606.56	-5389020.02	-167287.81	-237838.13	-1606.78					-97731.88	-207599.19	-797008.69	-478468.2					-383326.18	-3018153.16	215943.38						20190630
20190630	01215	JUAN XXIII	Cooperativa de Ahorro y Crédito - Nivel 2 A	10921374.59			16106.17		25262.92	-169520.56		-105529.2									-63991.36													20190630
20190630	01216	STA CATALINA DE MOQ	Cooperativa de Ahorro y Crédito - Nivel 2 B	151440267.26		273278.99	4629990.38	104468.12	830699.52	-5499734.27	-48874.13	-960840.56	-25144.38					-423457.55	-16752.43	-1063027.83	-1649347.46					-393491.07	-906916.45	20088.05					-11882.41	20190630
20190630	01217	D´PUKARA LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 1	324044.76			94107.74		2095.35	-66736.09	-3086.46									-63649.63														20190630
20190630	01218	LOS SANTOS DE CHOTA	Cooperativa de Ahorro y Crédito - Nivel 2 A	33878617.47		0	1759524.95	850002.93	325906.26	-1972079.05		-195436.51	-89564.59								-956934.05												-730143.9	20190630
20190630	01219	PERU-INKA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	2104301.83	20547.94		61720.77	916.67	66428	-75909.68										-75909.68														20190630
